year,Fixed Cost,Net Energy + AS Revenue,Gen Cap Value,GHG Cost,GHG Value,Resource,Vintage
2061,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2062,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2063,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2064,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2065,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2066,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2067,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2068,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2069,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2070,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2071,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2072,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2073,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2074,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2075,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2076,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2077,52650,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2048
2049,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2050,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2051,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2052,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2053,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2054,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2055,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2056,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2057,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2058,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2059,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2060,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2061,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2062,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2063,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2064,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2065,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2066,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2067,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2068,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2069,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2070,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2071,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2072,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2073,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2074,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2075,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2076,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2077,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2078,52220,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2049
2050,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2051,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2052,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2053,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2054,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2055,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2056,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2057,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2058,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2059,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2060,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2061,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2062,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2063,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2064,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2065,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2066,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2067,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2068,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2069,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2070,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2071,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2072,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2073,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2074,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2075,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2076,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2077,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2078,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
2079,51770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2050
